hscode,mo_ta,Ngay_xac_nhan
84869046,"- - - Của thiết bị tạo mẫu dùng cho quá trình tạo màn (khuôn in) hoặc lưới quang trên các đế phủ lớp cản quang trong quá trình khắc, kể cả mạch in đã lắp ráp",26/09/2023 0:00:00
84869049,- - - Loại khác,26/09/2023 0:00:00
84871000,- Chân vịt của tàu hoặc thuyền và cánh của chân vịt,26/09/2023 0:00:00
84879000,- Loại khác,26/09/2023 0:00:00
85011021,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85011022,"- - - - Loại khác, công suất không quá 5 W",26/09/2023 0:00:00
85011029,- - - - Loại khác,26/09/2023 0:00:00
85011030,- - - Động cơ hướng trục (SEN),26/09/2023 0:00:00
85011041,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85011049,- - - - Loại khác,26/09/2023 0:00:00
85011051,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85011059,- - - - Loại khác,26/09/2023 0:00:00
85011060,- - - Động cơ hướng trục (SEN),26/09/2023 0:00:00
85011091,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85011099,- - - - Loại khác,26/09/2023 0:00:00
85012012,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85012019,- - - Loại khác,26/09/2023 0:00:00
85012021,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85012029,- - - Loại khác,26/09/2023 0:00:00
85013130,"- - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85013160,- - - Động cơ dùng cho xe của Chương 87,26/09/2023 0:00:00
85013170,- - - Động cơ khác,26/09/2023 0:00:00
85013180,- - - Máy phát điện,26/09/2023 0:00:00
85013221,"- - - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85013224,- - - - Động cơ dùng cho xe của Chương 87,26/09/2023 0:00:00
85013225,- - - - Động cơ khác,26/09/2023 0:00:00
85013226,- - - - Máy phát điện,26/09/2023 0:00:00
85013231,"- - - - Động cơ loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18 hoặc 84.50",26/09/2023 0:00:00
85013232,- - - - Động cơ khác,26/09/2023 0:00:00
85013233,- - - - Máy phát điện,26/09/2023 0:00:00
85013310,- - - Loại dùng cho xe của Chương 87,26/09/2023 0:00:00
85013390,- - - Loại khác,26/09/2023 0:00:00
85013400,- - Công suất trên 375 kW,26/09/2023 0:00:00
85014011,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85014019,- - - Loại khác,26/09/2023 0:00:00
85014021,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85014029,- - - Loại khác,26/09/2023 0:00:00
85015111,"- - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85015119,- - - Loại khác,26/09/2023 0:00:00
85015211,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85015212,- - - - Loại dùng cho xe của Chương 87,26/09/2023 0:00:00
85015219,- - - - Loại khác,26/09/2023 0:00:00
85015221,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18, 84.50, 85.09 hoặc 85.16",26/09/2023 0:00:00
85015222,- - - - Loại dùng cho xe của Chương 87,26/09/2023 0:00:00
85015229,- - - - Loại khác,26/09/2023 0:00:00
85015231,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18 hoặc 84.50",26/09/2023 0:00:00
85015232,- - - - Loại dùng cho xe của Chương 87,26/09/2023 0:00:00
85015239,- - - - Loại khác,26/09/2023 0:00:00
85015310,- - - Loại dùng cho xe của Chương 87,26/09/2023 0:00:00
85015390,- - - Loại khác,26/09/2023 0:00:00
85016110,"- - - Công suất không quá 12,5 kVA",26/09/2023 0:00:00
85016120,"- - - Công suất trên 12,5 kVA",26/09/2023 0:00:00
85016210,- - - Công suất trên 75 kVA nhưng không quá 150 kVA,26/09/2023 0:00:00
85016220,- - - Công suất trên 150 kVA nhưng không quá 375 kVA,26/09/2023 0:00:00
85016300,- - Công suất trên 375 kVA nhưng không quá 750 kVA,26/09/2023 0:00:00
85016400,- - Công suất trên 750 kVA,26/09/2023 0:00:00
85017100,- - Công suất không quá 50 W,26/09/2023 0:00:00
85017210,- - - Công suất không quá 750 W,26/09/2023 0:00:00
85017220,"- - - Công suất trên 750 W nhưng không quá 37,5 kW",26/09/2023 0:00:00
85017230,"- - - Công suất trên 37,5 kW nhưng không quá 75 kW",26/09/2023 0:00:00
85017240,- - - Công suất trên 75 kW,26/09/2023 0:00:00
85018010,- - Công suất không quá 75 kVA,26/09/2023 0:00:00
85018020,- - Công suất trên 75 kVA nhưng không quá 375 kVA,26/09/2023 0:00:00
85018030,- - Công suất trên 375 kVA nhưng không quá 750 kVA,26/09/2023 0:00:00
85018040,- - Công suất trên 750 kVA,26/09/2023 0:00:00
85021100,- - Công suất không quá 75 kVA,26/09/2023 0:00:00
85021210,- - - Công suất trên 75 kVA nhưng không quá 125 kVA,26/09/2023 0:00:00
85021220,- - - Công suất trên 125 kVA nhưng không quá 375 kVA,26/09/2023 0:00:00
85021320,- - - Công suất từ 12.500 kVA trở lên,26/09/2023 0:00:00
85021390,- - - Loại khác,26/09/2023 0:00:00
85022010,- - Công suất không quá 75 kVA,26/09/2023 0:00:00
85022020,- - Công suất trên 75 kVA nhưng không quá 100 kVA,26/09/2023 0:00:00
85022030,- - Công suất trên 100 kVA nhưng không quá 10.000 kVA,26/09/2023 0:00:00
85022042,- - - Công suất từ 12.500 kVA trở lên,26/09/2023 0:00:00
85022049,- - - Loại khác,26/09/2023 0:00:00
85023110,- - - Công suất không quá 10.000 kVA,26/09/2023 0:00:00
85023120,- - - Công suất trên 10.000 kVA,26/09/2023 0:00:00
85023910,- - - Công suất không quá 10 kVA,26/09/2023 0:00:00
85023920,- - - Công suất trên 10 kVA nhưng không quá 10.000 kVA,26/09/2023 0:00:00
85023932,- - - - Công suất từ 12.500 kVA trở lên,26/09/2023 0:00:00
85023939,- - - - Loại khác,26/09/2023 0:00:00
85024000,- Máy biến đổi điện quay,26/09/2023 0:00:00
85030020,"- Bộ phận của máy phát điện (kể cả tổ máy phát điện) thuộc nhóm 85.01 hoặc 85.02, công suất từ 12.500 kVA trở lên",26/09/2023 0:00:00
85030090,- Loại khác,26/09/2023 0:00:00
85041000,- Chấn lưu dùng cho đèn phóng hoặc ống phóng,26/09/2023 0:00:00
85042111,- - - - Máy biến đổi đo lường (1) loại công suất danh định không quá 1 kVA và đầu điện áp cao từ 110 kV trở lên (SEN),26/09/2023 0:00:00
85042119,- - - - Loại khác (SEN),26/09/2023 0:00:00
85042192,- - - - Có công suất danh định trên 10 kVA và đầu điện áp cao từ 110 kV trở lên (SEN),26/09/2023 0:00:00
85042193,"- - - - Có công suất danh định trên 10 kVA và đầu điện áp cao từ 66 kV trở lên, nhưng dưới 110 kV (SEN)",26/09/2023 0:00:00
85042199,- - - - Loại khác,26/09/2023 0:00:00
85042211,- - - - Đầu điện áp cao từ 66 kV trở lên (SEN),26/09/2023 0:00:00
85042219,- - - - Loại khác (SEN),26/09/2023 0:00:00
85042292,- - - - Đầu điện áp cao từ 110 kV trở lên (SEN),26/09/2023 0:00:00
85042293,"- - - - Đầu điện áp cao từ 66 kV trở lên, nhưng dưới 110 kV (SEN)",26/09/2023 0:00:00
85042299,- - - - Loại khác,26/09/2023 0:00:00
85042310,- - - Có công suất danh định không quá 15.000 kVA,26/09/2023 0:00:00
85042321,- - - - Không quá 20.000 kVA,26/09/2023 0:00:00
85042322,- - - - Trên 20.000 kVA nhưng không quá 30.000 kVA,26/09/2023 0:00:00
85042329,- - - - Loại khác,26/09/2023 0:00:00
85043111,- - - - Điện áp từ 110 kV trở lên,26/09/2023 0:00:00
85043112,"- - - - Điện áp từ 66 kV trở lên, nhưng dưới 110 kV",26/09/2023 0:00:00
85043113,"- - - - Điện áp từ 1 kV trở lên, nhưng dưới 66 kV",26/09/2023 0:00:00
85043119,- - - - Loại khác,26/09/2023 0:00:00
85043121,- - - - - Máy biến dòng dạng vòng dùng cho đường dây có điện áp không quá 220 kV (SEN),26/09/2023 0:00:00
85043122,- - - - - Loại khác,26/09/2023 0:00:00
85043123,"- - - - Điện áp từ 66 kV trở lên, nhưng dưới 110 kV",26/09/2023 0:00:00
85043124,"- - - - Điện áp từ 1 kV trở lên, nhưng dưới 66 kV",26/09/2023 0:00:00
85043129,- - - - Loại khác,26/09/2023 0:00:00
85043130,- - - Máy biến áp quét về (biến áp tần số quét ngược) (SEN),26/09/2023 0:00:00
85043140,- - - Máy biến điện trung tần,26/09/2023 0:00:00
85043191,"- - - - Sử dụng cho đồ chơi, mô hình thu nhỏ hoặc các mô hình giải trí tương tự ",26/09/2023 0:00:00
85043192,- - - - Biến áp thích ứng khác (SEN),26/09/2023 0:00:00
85043193,- - - - Máy biến áp tăng/giảm từng nấc (Step up/down transformers); máy điều chỉnh điện áp trượt (slide regulators) (SEN),26/09/2023 0:00:00
85043199,- - - - Loại khác,26/09/2023 0:00:00
85043211,- - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043219,- - - - Loại khác,26/09/2023 0:00:00
85043220,"- - - Loại khác, sử dụng cho đồ chơi, mô hình thu nhỏ hoặc các mô hình giải trí tương tự",26/09/2023 0:00:00
85043230,"- - - Loại khác, tần số tối thiểu 3 MHz",26/09/2023 0:00:00
85043241,- - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043249,- - - - Loại khác,26/09/2023 0:00:00
85043251,- - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043259,- - - - Loại khác,26/09/2023 0:00:00
85043311,- - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043319,- - - - Loại khác (SEN),26/09/2023 0:00:00
85043391,- - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043399,- - - - Loại khác,26/09/2023 0:00:00
85043411,- - - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043412,- - - - - Máy biến áp loại khô phòng nổ (SEN),26/09/2023 0:00:00
85043413,- - - - - Loại khác (SEN),26/09/2023 0:00:00
85043414,- - - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043415,- - - - - Máy biến áp loại khô phòng nổ ,26/09/2023 0:00:00
85043419,- - - - - Loại khác,26/09/2023 0:00:00
85043422,- - - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043423,- - - - - Máy biến áp loại khô phòng nổ (SEN),26/09/2023 0:00:00
85043424,- - - - - Loại khác (SEN),26/09/2023 0:00:00
85043425,- - - - - Biến áp thích ứng (SEN),26/09/2023 0:00:00
85043426,- - - - - Máy biến áp loại khô phòng nổ,26/09/2023 0:00:00
85043429,- - - - - Loại khác,26/09/2023 0:00:00
85044011,- - - Bộ nguồn cấp điện liên tục (UPS) (SEN),26/09/2023 0:00:00
85044019,- - - Loại khác,26/09/2023 0:00:00
85044020,"- - Máy nạp ắc qui, pin có công suất danh định trên 100 kVA",26/09/2023 0:00:00
85044030,- - Bộ chỉnh lưu khác,26/09/2023 0:00:00
85044040,- - Bộ nghịch lưu,26/09/2023 0:00:00
85044090,- - Loại khác,26/09/2023 0:00:00
85045010,"- - Cuộn cảm dùng cho bộ nguồn cấp điện của các thiết bị xử lý dữ liệu tự động và các khối chức năng của chúng, và thiết bị viễn thông",26/09/2023 0:00:00
85045020,- - Cuộn cảm cố định kiểu con chip (SEN),26/09/2023 0:00:00
85045093,- - - Có công suất danh định không quá 2.500 kVA,26/09/2023 0:00:00
85045094,- - - Có công suất danh định trên 2.500 kVA nhưng không quá 10.000 kVA,26/09/2023 0:00:00
85045095,- - - Có công suất danh định trên 10.000 kVA,26/09/2023 0:00:00
85049010,- - Của hàng hóa thuộc phân nhóm 8504.10,26/09/2023 0:00:00
85049020,"- - Mạch in đã lắp ráp dùng cho hàng hóa thuộc phân nhóm 8504.40.11, 8504.40.19 hoặc 8504.50.10",26/09/2023 0:00:00
85049031,"- - - Tấm, cụm tấm tản nhiệt; ống tản nhiệt đã lắp ráp thành dạng tấm phẳng, cụm tấm dùng cho biến áp phân phối và biến áp nguồn",26/09/2023 0:00:00
85049039,- - - Loại khác,26/09/2023 0:00:00
85049041,"- - - Tấm, cụm tấm tản nhiệt; ống tản nhiệt đã lắp ráp thành dạng tấm phẳng, cụm tấm dùng cho biến áp phân phối và biến áp nguồn",26/09/2023 0:00:00
85049049,- - - Loại khác,26/09/2023 0:00:00
85049090,- - Loại khác,26/09/2023 0:00:00
85051100,- - Bằng kim loại,26/09/2023 0:00:00
85051900,- - Loại khác,26/09/2023 0:00:00
85052000,"- Các khớp nối, ly hợp và phanh hoạt động bằng điện từ",26/09/2023 0:00:00
85059010,"- - Nam châm điện chỉ dùng hoặc chủ yếu dùng cho thiết bị chụp cộng hưởng từ, trừ nam châm điện thuộc nhóm 90.18 ",26/09/2023 0:00:00
85059020,- - Đầu nâng điện từ ,26/09/2023 0:00:00
85059090,- - Loại khác,26/09/2023 0:00:00
85061011,- - - Bằng kẽm-cacbon ,26/09/2023 0:00:00
85061012,- - - Bằng kiềm ,26/09/2023 0:00:00
85061019,- - - Loại khác,26/09/2023 0:00:00
85061091,- - - Bằng kẽm-cacbon ,26/09/2023 0:00:00
85061099,- - - Loại khác,26/09/2023 0:00:00
85063000,- Bằng oxit thủy ngân,26/09/2023 0:00:00
85064000,- Bằng oxit bạc,26/09/2023 0:00:00
85065000,- Bằng liti,26/09/2023 0:00:00
85066010,- - Có thể tích ngoài không quá 300 cm3,26/09/2023 0:00:00
85066090,- - Loại khác,26/09/2023 0:00:00
85068030,- - Có thể tích ngoài không quá 300 cm3,26/09/2023 0:00:00
85068090,- - Loại khác,26/09/2023 0:00:00
85069000,- Bộ phận,26/09/2023 0:00:00
85071010,- - Dùng cho máy bay,26/09/2023 0:00:00
85071092,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) không quá 13 cm,26/09/2023 0:00:00
85071095,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 13 cm nhưng không quá 23 cm,26/09/2023 0:00:00
85071096,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 23 cm,26/09/2023 0:00:00
85071097,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) không quá 13 cm,26/09/2023 0:00:00
85071098,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 13 cm nhưng không quá 23 cm,26/09/2023 0:00:00
85071099,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 23 cm,26/09/2023 0:00:00
85072010,- - Dùng cho máy bay,26/09/2023 0:00:00
85072094,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) không quá 13 cm,26/09/2023 0:00:00
85072095,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 13 cm nhưng không quá 23 cm,26/09/2023 0:00:00
85072096,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 23 cm,26/09/2023 0:00:00
85072097,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) không quá 13 cm,26/09/2023 0:00:00
85072098,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 13 cm nhưng không quá 23 cm,26/09/2023 0:00:00
85072099,- - - - Chiều cao (không bao gồm đầu cực và tay cầm) trên 23 cm,26/09/2023 0:00:00
85073010,- - Dùng cho máy bay,26/09/2023 0:00:00
85073090,- - Loại khác,26/09/2023 0:00:00
85075010,- - Dùng cho máy bay,26/09/2023 0:00:00
85075020,- - Dùng cho xe thuộc Chương 87,26/09/2023 0:00:00
85075090,- - Loại khác,26/09/2023 0:00:00
85076031,- - - Loại dùng cho máy tính xách tay kể cả loại notebook và subnotebook,26/09/2023 0:00:00
85076032,- - - Dùng cho máy bay,26/09/2023 0:00:00
85076033,- - - Dùng cho xe thuộc Chương 87,26/09/2023 0:00:00
85076039,- - - Loại khác,26/09/2023 0:00:00
85076090,- - Loại khác,26/09/2023 0:00:00
85078011,- - - Bằng sắt-niken ,26/09/2023 0:00:00
85078019,- - - Loại khác,26/09/2023 0:00:00
85078020,- - Loại dùng cho máy tính xách tay kể cả loại notebook và subnotebook,26/09/2023 0:00:00
85078091,- - - Bằng sắt-niken ,26/09/2023 0:00:00
85078099,- - - Loại khác,26/09/2023 0:00:00
85079011,"- - - Của hàng hóa thuộc phân nhóm 8507.10.92, 8507.10.95, 8507.10.96, 8507.10.97, 8507.10.98 hoặc 8507.10.99",26/09/2023 0:00:00
85079012,- - - Dùng cho máy bay,26/09/2023 0:00:00
85079019,- - - Loại khác,26/09/2023 0:00:00
85079091,- - - Dùng cho máy bay,26/09/2023 0:00:00
85079092,"- - - Vách ngăn ắc qui, sẵn sàng để sử dụng, làm từ mọi vật liệu trừ poly(vinyl clorua)",26/09/2023 0:00:00
85079093,"- - - Loại khác, của hàng hóa thuộc phân nhóm 8507.10.92, 8507.10.95, 8507.10.96, 8507.10.97, 8507.10.98 hoặc 8507.10.99",26/09/2023 0:00:00
85079099,- - - Loại khác,26/09/2023 0:00:00
85081100,- - Công suất không quá 1.500 W và có túi hứng bụi hoặc đồ chứa khác với sức chứa không quá 20 lít,26/09/2023 0:00:00
85081910,- - - Loại phù hợp dùng cho mục đích gia dụng,26/09/2023 0:00:00
85081990,- - - Loại khác,26/09/2023 0:00:00
85086000,- Máy hút bụi khác,26/09/2023 0:00:00
85087010,- - Của máy hút bụi thuộc phân nhóm 8508.11.00 hoặc 8508.19.10 ,26/09/2023 0:00:00
85087090,- - Loại khác,26/09/2023 0:00:00
85094000,- Máy nghiền và trộn thức ăn; máy ép quả hoặc rau,26/09/2023 0:00:00
85098010,- - Máy đánh bóng sàn nhà,26/09/2023 0:00:00
85098020,- - Thiết bị tiêu hủy chất thải nhà bếp,26/09/2023 0:00:00
85098090,- - Loại khác,26/09/2023 0:00:00
85099010,- - Của hàng hóa thuộc phân nhóm 8509.80.10,26/09/2023 0:00:00
85099090,- - Loại khác,26/09/2023 0:00:00
85101000,- Máy cạo,26/09/2023 0:00:00
85102000,- Tông đơ ,26/09/2023 0:00:00
85103000,"- Dụng cụ loại bỏ râu, lông, tóc",26/09/2023 0:00:00
85109000,- Bộ phận,26/09/2023 0:00:00
85111010,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85111020,- - Sử dụng cho động cơ ô tô,26/09/2023 0:00:00
85111090,- - Loại khác,26/09/2023 0:00:00
85112010,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85112021,- - - Loại chưa được lắp ráp ,26/09/2023 0:00:00
85112029,- - - Loại khác,26/09/2023 0:00:00
85112091,- - - Loại chưa được lắp ráp ,26/09/2023 0:00:00
85112099,- - - Loại khác,26/09/2023 0:00:00
85113030,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85113041,- - - Loại chưa được lắp ráp ,26/09/2023 0:00:00
85113049,- - - Loại khác,26/09/2023 0:00:00
85113091,- - - Loại chưa được lắp ráp ,26/09/2023 0:00:00
85113099,- - - Loại khác,26/09/2023 0:00:00
85114010,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85114021,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",26/09/2023 0:00:00
85114029,- - - Loại khác,26/09/2023 0:00:00
85114031,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.01 ,26/09/2023 0:00:00
85114032,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03 hoặc 87.04",26/09/2023 0:00:00
85114033,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.05,26/09/2023 0:00:00
85114091,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",26/09/2023 0:00:00
85114099,- - - Loại khác,26/09/2023 0:00:00
85115010,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85115021,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",26/09/2023 0:00:00
85115029,- - - Loại khác,26/09/2023 0:00:00
85115031,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.01 ,26/09/2023 0:00:00
85115032,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03 hoặc 87.04",26/09/2023 0:00:00
85115033,- - - Sử dụng cho động cơ của xe thuộc nhóm 87.05,26/09/2023 0:00:00
85115091,"- - - Sử dụng cho động cơ của xe thuộc nhóm 87.02, 87.03, 87.04 hoặc 87.05",26/09/2023 0:00:00
85115099,- - - Loại khác,26/09/2023 0:00:00
85118010,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85118020,- - Sử dụng cho động cơ ô tô,26/09/2023 0:00:00
85118090,- - Loại khác,26/09/2023 0:00:00
85119010,- - Loại dùng cho động cơ của phương tiện bay,26/09/2023 0:00:00
85119020,- - Sử dụng cho động cơ ô tô,26/09/2023 0:00:00
85119090,- - Loại khác,26/09/2023 0:00:00
85121000,- Thiết bị chiếu sáng hoặc tạo tín hiệu trực quan dùng cho xe đạp,26/09/2023 0:00:00
85122020,- - Thiết bị chiếu sáng hoặc tạo tín hiệu trực quan chưa lắp ráp,26/09/2023 0:00:00
85122091,- - - Dùng cho xe máy,26/09/2023 0:00:00
85122099,- - - Loại khác,26/09/2023 0:00:00
85123010,"- - Còi, đã lắp ráp",26/09/2023 0:00:00
85123020,- - Thiết bị tín hiệu âm thanh chưa lắp ráp,26/09/2023 0:00:00
85123091,- - - Thiết bị dò chướng ngại vật (cảnh báo) cho xe,26/09/2023 0:00:00
85123099,- - - Loại khác,26/09/2023 0:00:00
85124000,"- Cái gạt nước, gạt và chống tạo sương và tuyết",26/09/2023 0:00:00
85129010,- - Của hàng hóa thuộc phân nhóm 8512.10,26/09/2023 0:00:00
85129020,"- - Của hàng hóa thuộc phân nhóm 8512.20, 8512.30 hoặc 8512.40",26/09/2023 0:00:00
85131030,- - Đèn gắn trên mũ thợ mỏ và đèn thợ khai thác đá ,26/09/2023 0:00:00
85131090,- - Loại khác,26/09/2023 0:00:00
85139010,- - Của đèn gắn trên mũ thợ mỏ hoặc của đèn thợ khai thác đá,26/09/2023 0:00:00
85139030,- - Bộ phản quang của đèn chớp; chi tiết trượt (gạt) bằng plastic dùng cho cơ cấu công tắc đèn chớp ,26/09/2023 0:00:00
85139090,- - Loại khác,26/09/2023 0:00:00
85141100,- - Lò ép nóng đẳng tĩnh,26/09/2023 0:00:00
85141900,- - Loại khác,26/09/2023 0:00:00
85142020,"- - Lò luyện, nung hoặc lò sấy điện cho sản xuất tấm mạch in/tấm dây in hoặc mạch in đã lắp ráp",26/09/2023 0:00:00
85142090,- - Loại khác,26/09/2023 0:00:00
85143110,- - - Để sản xuất tấm mạch in/tấm dây in hoặc tấm mạch in đã lắp ráp,26/09/2023 0:00:00
85143190,- - - Loại khác,26/09/2023 0:00:00
85143210,- - - Để sản xuất tấm mạch in/tấm dây in hoặc tấm mạch in đã lắp ráp,26/09/2023 0:00:00
85143290,- - - Loại khác,26/09/2023 0:00:00
85143910,- - - Để sản xuất tấm mạch in/tấm dây in hoặc tấm mạch in đã lắp ráp,26/09/2023 0:00:00
85143990,- - - Loại khác,26/09/2023 0:00:00
85144000,- Thiết bị khác để xử lý nhiệt các vật liệu bằng cảm ứng điện hoặc tổn hao điện môi,26/09/2023 0:00:00
85149020,"- - Bộ phận của lò luyện, nung hoặc lò sấy điện dùng trong công nghiệp hoặc phòng thí nghiệm cho sản xuất tấm mạch in/tấm dây in hoặc mạch in đã lắp ráp",26/09/2023 0:00:00
85149090,- - Loại khác,26/09/2023 0:00:00
85151100,- - Mỏ hàn sắt và súng hàn,26/09/2023 0:00:00
85151911,- - - - Máy hàn sóng ,26/09/2023 0:00:00
85151919,- - - - Loại khác,26/09/2023 0:00:00
85151990,- - - Loại khác,26/09/2023 0:00:00
85152100,- - Loại tự động hoàn toàn hoặc một phần,26/09/2023 0:00:00
85152900,- - Loại khác,26/09/2023 0:00:00
85153100,- - Loại tự động hoàn toàn hoặc một phần,26/09/2023 0:00:00
85153910,"- - - Máy hàn hồ quang dùng điện xoay chiều, kiểu biến thế",26/09/2023 0:00:00
85153990,- - - Loại khác,26/09/2023 0:00:00
85158010,- - Máy và thiết bị điện để xì nóng kim loại hoặc carbua kim loại đã thiêu kết,26/09/2023 0:00:00
85158090,- - Loại khác,26/09/2023 0:00:00
85159010,"- - Của máy hàn hồ quang điện xoay chiều, kiểu biến thế",26/09/2023 0:00:00
85159021,- - - Của máy hàn sóng,26/09/2023 0:00:00
85159029,- - - Loại khác,26/09/2023 0:00:00
85159090,- - Loại khác,26/09/2023 0:00:00
85161011,"- - - Bình thủy điện (water dispenser) đun nước nóng, loại gia dụng (SEN)",26/09/2023 0:00:00
85161019,- - - Loại khác,26/09/2023 0:00:00
85161030,- - Loại đun nước nóng kiểu nhúng,26/09/2023 0:00:00
85162100,- - Loại bức xạ giữ nhiệt,26/09/2023 0:00:00
85162900,- - Loại khác,26/09/2023 0:00:00
85163100,- - Máy sấy khô tóc,26/09/2023 0:00:00
85163200,- - Dụng cụ làm tóc khác,26/09/2023 0:00:00
85163300,- - Máy sấy làm khô tay,26/09/2023 0:00:00
85164010,- - Loại được thiết kế sử dụng hơi nước từ hệ thống nồi hơi công nghiệp,26/09/2023 0:00:00
85164090,- - Loại khác,26/09/2023 0:00:00
85165000,- Lò vi sóng,26/09/2023 0:00:00
85166010,- - Nồi nấu cơm,26/09/2023 0:00:00
85166090,- - Loại khác,26/09/2023 0:00:00
85167100,- - Dụng cụ pha chè hoặc cà phê,26/09/2023 0:00:00
85167200,- - Lò nướng bánh (toasters),26/09/2023 0:00:00
85167910,- - - Ấm đun nước,26/09/2023 0:00:00
85167990,- - - Loại khác,26/09/2023 0:00:00
85168010,- - Dùng cho máy đúc chữ hoặc máy sắp chữ; dùng cho lò công nghiệp,26/09/2023 0:00:00
85168030,- - Dùng cho thiết bị gia dụng,26/09/2023 0:00:00
85168090,- - Loại khác,26/09/2023 0:00:00
85169021,- - - Các tấm toả nhiệt (sealed hotplates) dùng cho thiết bị gia dụng,26/09/2023 0:00:00
85169029,- - - Loại khác,26/09/2023 0:00:00
85169030,- - Của hàng hóa thuộc phân nhóm 8516.10,26/09/2023 0:00:00
85169040,- - Của điện trở đốt nóng bằng điện dùng cho máy đúc chữ hoặc máy sắp chữ,26/09/2023 0:00:00
85169090,- - Loại khác,26/09/2023 0:00:00
85171100,- - Bộ điện thoại hữu tuyến với điện thoại cầm tay không dây,26/09/2023 0:00:00
85171300,- - Điện thoại thông minh,26/09/2023 0:00:00
85171400,- - Điện thoại khác cho mạng di động tế bào hoặc mạng không dây khác,26/09/2023 0:00:00
85171800,- - Loại khác,26/09/2023 0:00:00
85176100,- - Thiết bị trạm gốc,26/09/2023 0:00:00
85176210,- - - Thiết bị phát và thu sóng vô tuyến sử dụng cho phiên dịch trực tiếp tại các hội nghị sử dụng nhiều thứ tiếng,26/09/2023 0:00:00
