,hscode,hscode_4_so,mo_ta,top_5_retrieval,check
2802,73269099,7326,"2A00-791400-DC#&Gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, Home Sensor BRK_GX60NX#&VN","[7228, 7224, 8527, 8528, 8525]",False
2803,73269099,7326,"2A00-882200-DC#&Gá bằng thép dùng cho thiết bị thu phát sóng, Weight_70x42_1t#&VN","[8527, 8419, 8528, 8525, 8805]",False
2804,73269099,7326,"2A00-882400-DC#&Gá bằng thép dùng cho thiết bị thu phát sóng, 1t_CL Round Weight_Hydro#&VN","[8527, 8419, 8528, 8525, 8805]",False
2805,73269099,7326,"2A00-883400-DC#&Gá bằng thép dùng cho thiết bị thu phát sóng, 1t_CL Weight_Hydro#&VN","[8527, 8419, 8528, 8525, 8805]",False
2806,73269099,7326,"ACLBZ065900-DC#&Nút hiệu chỉnh bằng thép dùng cho thiết bị thu phát sóng, R/B TX, GC3AFT5915A0#&VN","[8527, 8528, 8525, 8805, 8419]",False
2807,73269099,7326,"H50-DC#&Trục xi lanh bằng thép dùng cho đồ gá kiểm tra sản phẩm, ROD CLAMP H50#&VN","[4015, 83030000, 7013, 7323, 9209]",False
2808,73269099,7326,"H40-DC#&Trục xi lanh bằng thép dùng cho đồ gá kiểm tra sản phẩm, ROD CLAMP H40#&VN","[4015, 83030000, 7013, 7323, 9209]",False
2809,73269099,7326,"H30-DC#&Trục xi lanh bằng thép dùng cho đồ gá kiểm tra sản phẩm, ROD CLAMP H30#&VN","[4015, 83030000, 7013, 7323, 9209]",False
2810,73269099,7326,"ADLBZ011900-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE SISO SUB 6 RESONATOR BAR_1#&VN","[73160000, 7014, 7015, 7228, 8521]",False
2811,73269099,7326,"ADLBZ012200-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE SISO SUB 6 RESONATOR BAR_2#&VN","[9827, 9829, 98260000, 7014, 7015]",False
2812,73269099,7326,"ADLBZ012500-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE SISO SUB 6 RESONATOR BAR_3#&VN","[9827, 9829, 7014, 7015, 7228]",False
2813,73269099,7326,"ADLBZ048800-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE DUX2665M009-1 RESONATOR BAR-8#&VN","[73160000, 9827, 9829, 7014, 7015]",False
2814,73269099,7326,"ADLBZ056500-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR_BAR_4#&VN","[7305, 7014, 7015, 3006, 7228]",False
2815,73269099,7326,"ADLBZ056600-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR_BAR_5#&VN","[7014, 7015, 7228, 8521, 7323]",False
2816,73269099,7326,"ADLBZ056700-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR_BAR_6#&VN","[7014, 7015, 7228, 8521, 98300000]",False
2817,73269099,7326,"ADLBZ048500-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE DUX2665M009-2 RESONATOR BAR-7#&VN","[9827, 9829, 98260000, 7014, 7015]",False
2818,73269099,7326,"ADLBZ049100-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE DUX2665M009-2 RESONATOR BAR-2#&VN","[98260000, 9827, 9829, 7606, 7607]",False
2819,73269099,7326,"ADLBZ057400-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _1#&VN","[73160000, 7014, 7015, 7228, 8521]",False
2820,73269099,7326,"ADLBZ057500-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _3#&VN","[9827, 9829, 7014, 7015, 7228]",False
2821,73269099,7326,"ADLBZ057600-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _4#&VN","[7305, 7014, 7015, 3006, 7228]",False
2822,73269099,7326,"ADLBZ057700-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _5#&VN","[7014, 7015, 7228, 8521, 7323]",False
2823,73269099,7326,"ADLBZ057800-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _6#&VN","[7014, 7015, 7228, 8521, 98300000]",False
2824,73269099,7326,"ADLBZ016400-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE SISO 81W RESONATOR BAR_5#&VN","[7014, 7015, 7228, 8521, 7323]",False
2825,73269099,7326,"ADLBZ016700-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE SISO 81W RESONATOR BAR_6#&VN","[7014, 7015, 7228, 8521, 98300000]",False
2826,73269099,7326,"ADLBZ017000-DC#&Nút hiệu chỉnh tín hiệu bằng thép, WAVE SISO 81W RESONATOR BAR_7#&VN","[7014, 7015, 7228, 8521, 7323]",False
2827,73269099,7326,"ADLBZ058300-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_9#&VN","[7014, 7015, 3918, 7228, 8521]",False
2828,73269099,7326,"ADLBZ058200-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_8#&VN","[9827, 9829, 7014, 7015, 7228]",False
2829,73269099,7326,"ADLBZ058400-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_10#&VN","[7014, 7015, 7228, 82100000, 8702]",False
2830,73269099,7326,"ADLBZ058500-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_11#&VN","[7014, 7015, 7228, 8714, 8521]",False
2831,73269099,7326,"ADLBZ058600-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_12#&VN","[7014, 7015, 7228, 601, 8521]",False
2832,73269099,7326,"ADLBZ058700-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_13#&VN","[7014, 7015, 7228, 8714, 8521]",False
2833,73269099,7326,"ADLBZ058800-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_14#&VN","[7014, 7015, 3926, 7228, 8521]",False
2834,73269099,7326,"ADLBZ058900-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_15#&VN","[7014, 7015, 7228, 8521, 7323]",False
2835,73269099,7326,"ADLBZ059000-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_16#&VN","[7014, 7015, 7228, 8521, 7323]",False
2836,73269099,7326,"ADLBZ059100-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR BAR_17#&VN","[7014, 7015, 7228, 8521, 7323]",False
2837,73269099,7326,"ADLBZ059200-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _1#&VN","[73160000, 7014, 7015, 7228, 8521]",False
2838,73269099,7326,"ADLBZ059300-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _2#&VN","[9827, 9829, 98260000, 7014, 7015]",False
2839,73269099,7326,"ADLBZ059400-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _3#&VN","[9827, 9829, 7014, 7015, 7228]",False
2840,73269099,7326,"ADLBZ059500-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _4#&VN","[7305, 7014, 7015, 3006, 7228]",False
2841,73269099,7326,"ADLBZ059600-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _5#&VN","[7014, 7015, 7228, 8521, 7323]",False
2842,73269099,7326,"ADLBZ059700-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _6#&VN","[7014, 7015, 7228, 8521, 98300000]",False
2843,73269099,7326,"ADLBZ059800-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _7#&VN","[7014, 7015, 7228, 8521, 7323]",False
2844,73269099,7326,"ADLBZ059900-DC#&Nút hiệu chỉnh tín hiệu bằng thép, RESONATOR _8#&VN","[9827, 9829, 7014, 7015, 7228]",False
2845,73269099,7326,"ARLBZ009000-DC#&Nút hiệu chỉnh tín hiệu bằng thép, Resonator #2#&VN","[9827, 9829, 98260000, 7014, 7015]",False
2846,73269099,7326,"ARLBZ009100-DC#&Nút hiệu chỉnh tín hiệu bằng thép, Resonator #3#&VN","[9827, 9829, 7014, 7015, 7228]",False
2847,73269099,7326,"ZEMSB000488-DC#&Gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, MEA-GPS BRACKET (N)#&VN","[7228, 7224, 8527, 8528, 8525]",False
2848,73269099,7326,"ZENSB000039-DC#&Bộ gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, MEA-MMU_510MM POLE BRACKET ASSY (N)#&VN","[7228, 7224, 8527, 8528, 8404]",False
2849,73269099,7326,"AALAB011800-DC#&Bộ gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, MEA-BRACKET_POLE MOUNT_1RU_YTL (N)#&VN","[7228, 7224, 8527, 8528, 8404]",False
2850,73269099,7326,"2A00-740300#&Gá bằng thép dùng cho đèn led chiếu sáng công cộng , SEGA MOUNT CHAIN ASSY(400MM) [KLMCL80A00010_A2R0]#&VN","[9405, 98160000, 98160000, 8512, 8513]",False
2851,73269099,7326,"1A00-074900-VN#&Gá bằng thép dùng cho đèn LED chiếu sáng công cộng , MAHA 150(ONLY) MOUNT BKT, TYPE-1 [KETBKTLC13G1008_G0]#&VN","[98160000, 98160000, 9405, 73160000, 86050000]",False
2852,73269099,7326,"1A00-087500#&Gá bằng thép dùng cho đèn led chiếu sáng , MAHA 300(ONLY) MOUNT BKT, TYPE-11 [KMDLMBK010250_G0]#&VN","[9405, 98160000, 98160000, 8512, 8513]",False
2853,73269099,7326,"1A00-076500#&Gá bằng thép dùng cho đèn led chiếu sáng công cộng , WAPA 100-75 MOUNT BKT, TYPE-2 [KMDLMBK010150_G0]#&VN","[9405, 98160000, 98160000, 8512, 9827]",False
2854,73269099,7326,"1A00-076500#&Gá bằng thép dùng cho đèn led chiếu sáng công cộng ,  WAPA 100-75 MOUNT BKT, TYPE-2 [KMDLMBK010150_G0]#&VN","[9405, 98160000, 98160000, 8512, 9827]",False
2855,73269099,7326,"1E00-001400#&Gá bằng thép dùng cho đèn led công cộng, MAHA 300(ONLY) MOUNT BKT, TYPE-13 [KMDLMBK010320_G0]#&VN","[98160000, 98160000, 83030000, 7309, 73130000]",False
2856,73269099,7326,"EP97-02126B#&Bộ gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, MEA-MMU_510MM POLE BRACKET ASSY#&VN","[7228, 7224, 8527, 8528, 8404]",False
2857,73269099,7326,"EP97-02127B#&Bộ gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, MEA-MMU_510MM WALL BRACKET ASSY#&VN","[7228, 7224, 8527, 8528, 8404]",False
2858,73269099,7326,"AFLAB002600-DC#&Vỏ bằng thép hợp kim dùng cho thiết bị thu phát sóng, DMPS-21Y_SHELF FRAME ASSY  (Y)#&VN","[7228, 7224, 8527, 8528, 8525]",False
2859,73269099,7326,"ML328866#&Vỏ cơ khí định hình hoàn chỉnh bằng thép, PLATFORM CENTER ASSY, ML328866#&VN","[9108, 9109, 7228, 18020000, 7323]",False
2860,73269099,7326,"ML328878#&Vỏ cơ khí định hình hoàn chỉnh bằng thép, PLATFORM REAR ASSY, ML328878#&VN","[9108, 9109, 7228, 18020000, 7323]",False
2861,73269099,7326,"ZENSB000071-DC#&Gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, MT6413 UNIR BRACKET (N)#&VN","[7228, 7224, 8527, 8528, 8525]",False
2862,73269099,7326,"AFLAB003800-DC#&Vỏ bằng thép hợp kim dùng cho thiết bị thu phát sóng, DMPS-21Y_SHELF FRAME ASSY  (N)#&VN","[7228, 7224, 8527, 8528, 8525]",False
2863,73269099,7326,"ZBLBA071800-DC#&Gá bằng thép dùng cho thiết bị thu phát sóng, PEM STUD phi7.95 L4.4, PS002044020#&VN","[8527, 8528, 8525, 8805, 7305]",False
2864,73269099,7326,"ADLBZ056800-DC#&Nút hiệu chỉnh tín hiệu bằng thép dùng cho thiết bị thu phát sóng, RESONATOR_BAR_7#&VN","[8521, 8512, 8527, 8528, 8530]",False
2865,73269099,7326,"BWNBB001200-DC#&Nút hiệu chỉnh tín hiệu bằng thép dùng cho thiết bị thu phát sóng, RESONATOR-32#&VN","[8521, 8512, 8527, 8528, 8530]",False
2866,73269099,7326,"BWLBZ010900-DC#&Nút hiệu chỉnh tín hiệu bằng thép dùng cho thiết bị thu phát sóng, RESONATOR-21#&VN","[8522, 8521, 8512, 8527, 8528]",False
2867,73269099,7326,"EPLBE008200#&Bộ gá treo đèn LED bằng thép, SEGA MOUNT CHAIN ASSY(400MM) [ KLMCL80A00010_A2R0]#&VN","[7318, 7323, 98160000, 98160000, 9006]",False
2868,73269099,7326,"2A00-650700-DC#&Gá bằng thép hợp kim dùng cho thiết bị thu phát sóng , Skew EL Weight_5t#&VN","[7228, 7224, 8527, 8528, 8525]",False
2869,73269099,7326,"2A00-626000-DC#&Gá bằng thép hợp kim dùng cho thiết bị thu phát sóng , Damping Shaft_v80#&VN","[7228, 7224, 8527, 8528, 8525]",False
2870,73269099,7326,"2A00-626100-DC#&Gá bằng thép hợp kim dùng cho thiết bị thu phát sóng, CL Shaft Cap#&VN","[7228, 7224, 8527, 8528, 8525]",False
2871,73269099,7326,"2A00-739100-DC#&Vỏ bằng thép dùng cho thiết bị thu phát sóng , ACU Bottom Cover_NX(500W)_Noise filter#&VN","[8527, 8528, 8525, 8805, 8419]",False
2872,73269099,7326,"2A00-772000-DC#&Đầu thu bằng thép hợp kim dùng cho thiết bị thu phát sóng, Supporter Shaft CL Holder_v85#&VN","[8528, 8527, 8525, 7228, 7224]",False
2873,73269099,7326,"2A00-652400-01#&Nắp bằng thép hợp kim dùng cho thiết bị thu phát sóng , Belt Guide Shaft_v85#&VN","[7228, 7224, 8527, 8528, 8525]",False
2874,73269099,7326,".#&Gá bằng thép dùng để kiểm tra chất lượng sản phẩm, CF LOCATION GAUGE V807-00066AA V807-00065AA GAUGE NO:SJ-SDI-SUPPORT-07, GAUGE NO:SJ-SDI-SUPPORT-09","[7326, 7325, 83030000, 8409, 4816]",True
2875,73269099,7326,".#&Bộ gá bằng thép dùng để kiểm tra kích thước của sản phẩm , Location Gauge, P702, ENDPLATE, 211-00525A, GNS-2022-197-01~02, 5020-29280A","[8503, 8807, 82060000, 3926, 7323]",False
2876,73269099,7326,".#&Bộ gá bằng thép dùng để kiểm tra kích thước của sản phẩm, UTM TEST JIG, 5020-006040","[7323, 7326, 7615, 3924, 7325]",True
2877,73269099,7326,".#&Gối đỡ bàn xoay ST-160 dùng cho máy phay gia công tự động CNC, chất liệu bằng thép, SIDE TABLE / ST-160, Z080-083900","[8302, 9015, 8452, 8207, 7117]",False
2878,73269099,7326,".#&Bộ gá bằng thép dùng để kiểm tra kích thước của sản phẩm , Location Gauge, ALL LOCATION, GNS-2022-278, 5020-004130","[7323, 7326, 7615, 3924, 7325]",True
2879,73269099,7326,".#&Thanh kéo của trục chính dùng cho máy gia công CNC, chất liệu bằng thép, SPACER,BEARING / 110951-01610, 5020-011210","[9209, 7117, 8457, 8462, 8465]",False
2880,73269099,7326,".#&Thanh kéo của trục chính dùng cho máy gia công CNC, chất liệu bằng thép, SPACER,BEARING / 110951-01611, 5020-011220","[9209, 7117, 8457, 8462, 8465]",False
2881,73269099,7326,".#&Đồ gá Mars3 5G_TP Dial Jig Check Step bằng sắt, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 70*240*120mm, Việt Nam#&VN","[7013, 7323, 2821, 9821, 8549]",False
2882,73269099,7326,".#&Đồ gá MARS3 FRONT CNC3 OUSIDE LENGTH CHECK JIG-CENTER_V1.0 bằng sắt SKD, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 10*355.4*252.2mm, Việt Nam#&VN","[7606, 7607, 7305, 82100000, 7409]",False
2883,73269099,7326,".#&Vỏ máy tính Xigmatek XA-20, chất liệu: thép không gỉ, kích thước: 37 x 18.8 x 41.3 cm, hàng mới 100%","[9827, 9829, 9022, 8470, 9030]",False
2884,73269099,7326,".#&Thanh kéo của trục chính dùng cho máy gia công CNC, chất liệu bằng thép, PUSHROD ASSY / 150123-00149, 5020-005220","[9209, 7117, 8457, 8462, 8465]",False
2885,73269099,7326,"NL234#&Kẹp cố định bằng thép,STEEL CLAMPS FOR CLAMPING FLEXIBLETUBINGS OR HOSETO RIGID PIPING, TAPS, ETC, 0.8, 1.0 & 0.6 mm, P00000326","[7606, 7409, 7607, 7410, 98300000]",False
2886,73269099,7326,.#&Tay quay taro M3-M8,"[8205, 8502, 9303, 9011, 50030000]",False
2887,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, FHM35_SUBRACK_BACK_BRACKET_L, ZEMSB001098-DC","[8527, 8528, 8525, 8805, 8419]",False
2888,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, FHM35_SUBRACK_BACK_BRACKET_R , ZEMSB001099-DC","[8527, 8528, 8525, 8805, 8419]",False
2889,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, nRFU_MOUNT_BRACKET  (N), ZEMSB001076-DC","[8527, 8528, 8525, 8805, 8419]",False
2890,73269099,7326,"NL61#&Nắp đậy bằng thép dùng cho thiết bị thu phát sóng, FHM35_SUBRACK_BOTTOM_ASSY , ZEMSB001094-DC","[8527, 8528, 8525, 8805, 8419]",False
2891,73269099,7326,"NL61#&Nắp đậy bằng thép dùng cho thiết bị thu phát sóng, FHM35_SUBRACK_TOP_COVER_ASSY , ZEMSB001095-DC","[8527, 8528, 8525, 8805, 8419]",False
2892,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, FHM35_SUBRACK_MOUNT_BRACKET_L, ZEMSB001100-DC","[8527, 8528, 8525, 8805, 8419]",False
2893,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, FHM35_RIU_SUBRACK_FRONT_PANEL_ASSY, ZEMSB001096-DC","[8527, 8528, 8525, 8805, 8419]",False
2894,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, FHM35_IFAN_PANEL_ASSY, ZEMSB001097-DC","[8527, 8528, 8525, 8805, 8419]",False
2895,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, gLRN_BELOW_CEILNG_KIT  (N), AELAB007900-DC","[8527, 8528, 8525, 8805, 8419]",False
2896,73269099,7326,"NL40#&Bộ gá bằng thép dùng cho thiết bị thu phát sóng, MMU35D_32T32R_WALL BRACKET (N), ZEMSB001061-DC","[8527, 8528, 8404, 8525, 8805]",False
2897,73269099,7326,"NL61#&Nắp đậy bằng thép dùng cho thiết bị thu phát sóng, COVER SHIELD CAN (N), AALAB060700-DC","[8527, 8528, 8525, 8805, 8419]",False
2898,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, GI-CLAMP BASE_LARGE(32B-03603) (N), ZEMSB000487-DC","[8527, 8528, 8525, 8805, 8419]",False
2899,73269099,7326,"NL42#&Vỏ hộp bằng thép định hình hoàn chỉnh dùng cho thiết bị thu phát sóng, DMPS-21Y_SHELF FRAME ASSY  (Y), AFLAB003800-DC","[4819, 8527, 8528, 8525, 8805]",False
2900,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, eJDAS_MOUNT_BRACKET_L  (N), AEMBB011400-DC","[8527, 8528, 8525, 8805, 8419]",False
2901,73269099,7326,"NL47#&Gá bằng thép dùng cho thiết bị thu phát sóng, eJDAS_MOUNT_BRACKET_R  (N), AEMBB011500-DC","[8527, 8528, 8525, 8805, 8419]",False
2902,73269099,7326,".#&Đồ gá di chuyển hàng của máy đúc tự động INJECTION HOPPER RAIL_LGE220&280, chất liệu thép","[7117, 8476, 8607, 7323, 4303]",False
2903,73269099,7326,".#&Lõi ghép bằng thép của khuôn SKI BEV END PLATE #4-#8 kích thước: 480*106.3*72mm, hàng mới 100%","[98300000, 7305, 9827, 9829, 7226]",False
2904,73269099,7326,".#&Đồ gá Diamond 1 CNC1 GUIDE HOLE POSITION JIG  bằng sắt SKD, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 18.5*100*175mm, Việt Nam#&VN","[7013, 5404, 54050000, 8423, 73160000]",False
2905,73269099,7326,".#&Đồ gá Diamond 1 CNC2 GUIDE HOLE POSITION JIG  bằng sắt SKD, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 18.5*100*175mm, Việt Nam#&VN","[7013, 5404, 54050000, 8423, 73160000]",False
2906,73269099,7326,".#&Đồ gá Diamond 1 CNC2 MOLD HOLE  POSITION JIG  bằng sắt SKD, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 18.5*100*175mm, Việt Nam#&VN","[7013, 5404, 54050000, 8423, 73160000]",False
2907,73269099,7326,".#&Đồ gá Diamond 1 CNC2  BTM HOLE POSITION JIG  bằng sắt SKD, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 23.5*100*215mm, Việt Nam#&VN","[5404, 54050000, 8423, 73160000, 7323]",False
2908,73269099,7326,".#&Đồ gá MARS-13 5G QC FRONT CNC6 KBD-POLE POSITION JIG Up bằng inox, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 13.45*23.5*32.26mm, Việt Nam#&VN","[8714, 39140000, 8423, 9821, 8549]",False
2909,73269099,7326,".#&Đồ gá MARS-13 5G QC FRONT CNC6 KBD-POLE POSITION JIG Down bằng inox, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 13.45*23.5*32.26mm, Việt Nam#&VN","[8714, 39140000, 8423, 9821, 8549]",False
2910,73269099,7326,".#&Đồ gá MARS-13 5G QC FRONT CNC7 Screw JIG check M2xP0.4 bằng inox, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 12*12*65mm, Việt Nam#&VN","[601, 29130000, 8513, 8531, 6217]",False
2911,73269099,7326,".#&Đồ gá MARS-13 5G QC FRONT CNC7 Screw JIG check  M1.4xP0.3 bằng inox, hỗ trợ công đoạn kiểm tra linh kiện điện tử, KT: 12*12*65mm, Việt Nam#&VN","[601, 29130000, 8513, 8531, 6217]",False
2912,73269099,7326,".#&Khối chèn SJD21192 GEMINI CHINA RH HSG (BLOCK), chất liệu bằng thép. Mới 100%","[9706, 7117, 25140000, 2526, 2506]",False
2913,73269099,7326,".#&Thanh biên dạng SJD20224,SJD20225 GEN5 PPE C PLATEEND A,B (EDM), chất liệu bằng thép. Mới 100%","[9706, 7117, 6815, 65040000, 7228]",False
2914,73269099,7326,".#&Thanh biên dạng E1490018072C0  GT-33 PCA PENTASTER BREACKET #3 (EDM), chất liệu bằng thép. Mới 100%","[9706, 7117, 9827, 9829, 6815]",False
2915,73269099,7326,".#&Thanh biên dạng SJD21139 AIR3219 B42 R1C HEATSINK (EDM), chất liệu bằng thép. Mới 100%","[9706, 7117, 6815, 65040000, 7228]",False
2916,73269099,7326,".#&Thanh biên dạng SKI BEV END PLATE #4~#8 (EDM), chất liệu bằng thép. Mới 100%","[9706, 7117, 7305, 9827, 9829]",False
2917,73269099,7326,".#&Thanh chèn  SJD20224, SJD20225 GEN5 PPE C PLATEEND A,B (INSERT), chất liệu bằng thép. Mới 100%","[9706, 7117, 6815, 65040000, 7228]",False
2918,73269099,7326,".#&Thanh chèn SJD22264 VERZION C-BAND NR MT641 TRX SHIELD CAN (INSERT), chất liệu bằng thép. Mới 100%","[9706, 7117, 6815, 65040000, 7228]",False
2919,73269099,7326,".#&Khối chèn SJD22138 MV1 FRAME LHD,RHD (BLOCK), chất liệu bằng thép. Mới 100%","[9706, 7117, 25140000, 2526, 2506]",False
2920,73269099,7326,".#&Thanh chèn SKI BEV END PLATE #4~#8 (INSERT), chất liệu bằng thép. Mới 100%","[9706, 7117, 7305, 9827, 9829]",False
2921,73269099,7326,".#&Thanh chèn SJD21139  AIR3219 B42 R1C HEATSINK (INSERT), chất liệu bằng thép. Mới 100%","[9706, 7117, 6815, 65040000, 7228]",False
2922,73269099,7326,".#&Thanh kéo lò xo của máy gia công CNC, chất liệu bằng thép , DRAW BAR ASS""Y PT400S , 5020-002130","[7320, 7117, 8457, 7318, 8462]",False
2923,73269099,7326,".#&Bộ gá bằng thép để giữ cố định hàng dùng cho máy gia công CNC, HVSC-1500-2P Block 1, NE EV, ZAMWA100509","[8428, 8305, 8457, 8462, 8465]",False
2924,73269099,7326,".#&Bộ gá bằng thép để giữ cố định hàng dùng cho máy gia công CNC, HVSC-1500-2P Block 2, NE EV, ZAMWA100510","[8428, 8305, 8457, 8462, 9827]",False
2925,73269099,7326,".#&Bộ gá bằng thép để giữ cố định hàng dùng cho máy gia công CNC, HVSC-1500-2P Block 3, NE EV, ZAMWA100511","[8428, 8305, 8457, 8462, 9827]",False
2926,73269099,7326,".#&Bộ gá bằng thép để giữ cố định hàng dùng cho máy gia công CNC, HVSC-1900-2P Block 1, NE EV, ZAMWA100512","[8428, 8305, 8457, 8462, 8465]",False
2927,73269099,7326,".#&Bộ gá bằng thép để giữ cố định hàng dùng cho máy gia công CNC, HVSC-1900-2P Block 2, NE EV, ZAMWA100513","[8428, 8305, 8457, 8462, 9827]",False
2928,73269099,7326,".#&Bộ gá bằng thép để giữ cố định hàng dùng cho máy gia công CNC, HVSC-1900-2P Block 3, NE EV, ZAMWA100514","[8428, 8305, 8457, 8462, 9827]",False
2929,73269099,7326,".#&Kẹp thủy lực bằng thép dùng để kẹp khuôn cho máy ép nhựa , AUTO CLAMP(UPPER) PLY6T, Z080-109700","[8305, 8207, 8466, 8462, 8420]",False
2930,73269099,7326,".#&Kẹp thủy lực bằng thép dùng để kẹp khuôn cho máy ép nhựa , AUTO CLAMP(LOWER) PLY6T, Z080-109800,","[8305, 8207, 8466, 8462, 8420]",False
2931,73269099,7326,".#&Giá đỡ  bằng thép dùng cho bộ nén áp thủy lực , UNIT DIE / 2S-220V, Z080-110100","[8302, 8467, 8410, 4415, 7323]",False
2932,73269099,7326,".#&Bộ gá bằng thép dùng để kiểm tra kích thước của sản phẩm, Profile & Location Gague, 5-POINT, GNS-2022-317, 5020-006230","[8423, 7323, 7326, 7615, 3924]",True
2933,73269099,7326,".#&Bộ gá bằng thép dùng để kiểm tra kích thước của sản phẩm, Profile & Location Gague, 5-POINT, GNS-2022-318, 5020-006240","[8423, 7323, 7326, 7615, 3924]",True
2934,73269099,7326,".#&Bộ gá bằng thép dùng để kiểm tra kích thước của sản phẩm, STS DISTANCE GAUGE, 150.41+0.5/-0.3 (4-POINT), GNS-2022-311-A ~ B, 5020-006060","[7606, 7409, 8423, 7607, 7410]",False
2935,73269099,7326,"NL30#&Vòng đệm bằng thép, Lambda3 Bush BorgWarner Chungju E1130055524A0, EFLDK200002","[7318, 7415, 7228, 7323, 7326]",True
2936,73269099,7326,"NL30#&Vòng đệm bằng thép, BUSH,STK400_0D11 x ID8.4 L9, EFLDK200001","[7318, 7415, 7305, 9022, 3006]",False
2937,73269099,7326,".#&Đầu kẹp thủy lực bằng thép (bộ phận của xi lanh khí nén), Hydraulic Cylinder, CSP-26BLP","[8467, 7322, 98280000, 7315, 8416]",False
2938,73269099,7326,".#&Đầu kẹp thủy lực bằng thép (bộ phận của xi lanh khí nén), Hydraulic Cylinder, CLKA-105CR","[8467, 7322, 98280000, 7315, 8416]",False
2939,73269099,7326,".#&Đầu kẹp thủy lực bằng thép (bộ phận của xi lanh khí nén), Hydraulic Cylinder, CLKA-065CR","[8467, 7322, 98280000, 7315, 8416]",False
2940,73269099,7326,".#&Dụng cụ đo lỗ ren bằng thép, PLUG GAGE , MAVERICK HOUSING V808-00088B 7 +0.5/0, 5020-011380","[7606, 7409, 9027, 9026, 7301]",False
